hour,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
127,1.00670430,1.00374243,1.00153068,1.00504124,1.00101660,1.00424678,1.00561474,1.00461572,1.00250940,1.00870116,1.00508837,1.00665309,1.00262964,1.00836457,1.00684871,1.00417527,1.00843088,1.00464202
128,1.00801313,1.00832352,1.00513429,1.00305036,1.00835187,1.00833471,1.00556035,1.00784341,1.00406964,1.00859454,1.00605852,1.00120731,1.00361779,1.00569319,1.00745157,1.00625103,1.00142346,1.00355805
129,1.00721262,1.00383905,1.00730902,1.00856620,1.00625236,1.00237793,1.00718827,1.00209013,1.00121160,1.00765369,1.00305983,1.00387459,1.00540535,1.00835260,1.00101691,1.00443806,1.00726357,1.00711167
130,1.00181582,1.00825271,1.00375004,1.00513909,1.00561382,1.00718717,1.00763925,1.00653651,1.00684133,1.00238539,1.00448911,1.00467664,1.00480751,1.00320373,1.00728119,1.00488300,1.00533957,1.00203385
131,1.00561925,1.00569582,1.00280691,1.00186509,1.00672389,1.00564370,1.00191723,1.00653744,1.00582494,1.00154289,1.00778689,1.00182960,1.00316514,1.00773184,1.00450060,1.00344991,1.00367412,1.00533119
132,1.00733008,1.00117820,1.00131224,1.00152655,1.00407112,1.00405861,1.00777483,1.00601944,1.00627084,1.00800435,1.00283686,1.00564721,1.00252956,1.00471180,1.00106119,1.00677402,1.00589179,1.00502263
133,1.00745726,1.00526668,1.00348053,1.00209871,1.00420023,1.00101488,1.00268870,1.00577009,1.00671105,1.00366026,1.00329688,1.00331305,1.00883452,1.00581909,1.00219165,1.00297179,1.00626745,1.00776055
134,1.00296163,1.00688753,1.00652338,1.00357826,1.00319830,1.00695539,1.00117643,1.00623911,1.00209343,1.00466018,1.00459536,1.00139970,1.00419235,1.00766093,1.00212644,1.00535653,1.00721536,1.00819911
135,1.00206839,1.00361967,1.00342599,1.00465026,1.00241056,1.00439918,1.00682165,1.00426622,1.00199073,1.00472427,1.00197991,1.00268434,1.00166423,1.00179578,1.00699551,1.00336773,1.00239190,1.00556499
136,1.00539754,1.00133223,1.00146881,1.00732830,1.00888123,1.00624626,1.00245849,1.00627309,1.00573085,1.00884968,1.00618691,1.00671955,1.00808305,1.00244439,1.00354348,1.00123315,1.00105911,1.00633584
137,1.00831562,1.00315974,1.00455114,1.00294816,1.00884964,1.00606378,1.00576550,1.00523011,1.00662993,1.00562450,1.00391308,1.00204491,1.00673014,1.00423319,1.00378877,1.00380949,1.00285196,1.00600197
138,1.00777094,1.00655746,1.00703269,1.00123094,1.00220902,1.00282434,1.00208319,1.00492859,1.00649295,1.00592243,1.00794110,1.00224862,1.00704507,1.00543300,1.00201905,1.00113780,1.00246005,1.00497023
139,1.00715545,1.00251961,1.00609060,1.00751690,1.00238517,1.00344506,1.00815635,1.00184445,1.00390763,1.00301575,1.00764123,1.00889869,1.00245245,1.00315492,1.00863307,1.00166502,1.00437015,1.00553338
140,1.00897668,1.00871979,1.00511198,1.00381445,1.00629969,1.00368017,1.00507821,1.00242087,1.00342967,1.00852957,1.00135992,1.00769095,1.00516174,1.00701211,1.00380890,1.00822503,1.00694395,1.00837219
141,1.00511376,1.00453455,1.00797610,1.00205536,1.00750253,1.00612502,1.00440822,1.00765052,1.00167447,1.00222679,1.00514186,1.00528063,1.00635141,1.00806546,1.00535142,1.00624026,1.00843643,1.00257806
142,1.00292993,1.00628712,1.00766876,1.00402658,1.00421607,1.00742856,1.00513116,1.00800119,1.00628504,1.00649136,1.00530369,1.00201552,1.00510903,1.00116184,1.00605424,1.00128911,1.00887866,1.00723729
143,1.00776359,1.00329173,1.00581137,1.00507957,1.00703670,1.00461725,1.00386735,1.00736290,1.00264877,1.00218991,1.00857385,1.00722630,1.00250379,1.00499574,1.00546032,1.00480566,1.00361770,1.00758620
144,1.00636335,1.00323656,1.00178695,1.00524020,1.00657840,1.00732007,1.00659083,1.00352537,1.00712778,1.00630398,1.00312760,1.00330853,1.00516787,1.00546155,1.00834324,1.00209804,1.00138553,1.00855528
145,1.00344135,1.00208499,1.00370945,1.00779342,1.00403925,1.00653623,1.00765680,1.00451230,1.00326358,1.00523509,1.00314682,1.00748497,1.00696084,1.00298154,1.00668148,1.00195086,1.00246434,1.00474339
146,1.00516242,1.00576016,1.00630185,1.00827792,1.00494407,1.00645712,1.00833178,1.00204252,1.00161222,1.00747095,1.00290206,1.00766453,1.00507970,1.00785348,1.00347682,1.00352611,1.00234795,1.00260879
147,1.00214608,1.00472397,1.00312169,1.00171179,1.00576968,1.00180638,1.00608788,1.00791020,1.00816614,1.00138368,1.00385325,1.00656272,1.00882622,1.00214375,1.00588503,1.00887138,1.00846409,1.00384773
148,1.00584531,1.00673023,1.00261839,1.00792016,1.00649365,1.00136000,1.00514206,1.00207010,1.00354276,1.00233207,1.00877232,1.00644016,1.00113423,1.00482126,1.00826126,1.00730269,1.00302593,1.00729072
149,1.00366540,1.00748252,1.00885662,1.00464430,1.00522773,1.00662120,1.00104728,1.00597157,1.00192306,1.00525602,1.00803606,1.00486983,1.00268884,1.00648189,1.00416560,1.00429976,1.00783152,1.00162345
150,1.00698323,1.00831629,1.00440876,1.00583324,1.00227903,1.00352766,1.00808362,1.00343352,1.00798183,1.00634830,1.00396566,1.00599891,1.00641560,1.00525346,1.00676913,1.00145780,1.00799664,1.00234861
151,1.00312056,1.00440404,1.00724082,1.00539276,1.00132495,1.00127639,1.00519269,1.00438761,1.00451798,1.00894710,1.00661682,1.00566810,1.00657688,1.00618148,1.00704751,1.00502535,1.00698189,1.00665446
152,1.00339894,1.00810207,1.00508921,1.00670435,1.00284398,1.00261869,1.00397079,1.00853150,1.00575416,1.00634161,1.00821158,1.00427359,1.00777411,1.00566260,1.00242632,1.00227838,1.00687846,1.00740939
153,1.00479691,1.00660457,1.00541261,1.00244815,1.00163267,1.00126638,1.00567577,1.00121804,1.00889883,1.00689054,1.00225709,1.00675797,1.00144679,1.00361579,1.00385207,1.00646879,1.00487969,1.00541111
154,1.00149535,1.00130662,1.00703470,1.00888518,1.00427274,1.00276986,1.00871035,1.00300888,1.00867332,1.00838046,1.00191121,1.00734532,1.00517919,1.00898113,1.00577716,1.00429839,1.00514977,1.00563181
155,1.00730947,1.00806248,1.00600298,1.00529524,1.00366106,1.00602680,1.00136630,1.00392075,1.00349654,1.00556043,1.00515004,1.00131956,1.00617005,1.00176139,1.00837050,1.00574322,1.00328468,1.00721852
156,1.00480280,1.00778763,1.00465596,1.00412732,1.00770103,1.00578559,1.00532670,1.00686020,1.00288445,1.00696981,1.00652089,1.00543471,1.00657994,1.00835161,1.00852505,1.00193268,1.00279959,1.00563633
157,1.00601446,1.00401100,1.00685109,1.00615032,1.00126572,1.00556896,1.00479116,1.00280843,1.00583202,1.00425576,1.00692817,1.00277657,1.00364266,1.00319035,1.00738711,1.00298321,1.00456850,1.00541645
158,1.00101095,1.00500558,1.00827219,1.00107740,1.00759684,1.00156794,1.00152229,1.00207408,1.00862202,1.00675961,1.00833813,1.00626207,1.00527151,1.00821046,1.00239001,1.00861822,1.00388322,1.00794588
159,1.00340490,1.00459448,1.00315097,1.00132538,1.00808471,1.00328525,1.00453090,1.00618672,1.00867117,1.00368463,1.00467988,1.00617304,1.00884504,1.00110586,1.00610995,1.00884333,1.00668888,1.00538891
160,1.00762278,1.00611329,1.00356540,1.00898929,1.00813900,1.00741529,1.00748911,1.00216079,1.00401445,1.00107796,1.00115228,1.00858002,1.00333848,1.00203091,1.00158287,1.00318840,1.00117904,1.00618406
161,1.00837027,1.00581278,1.00802797,1.00667898,1.00430944,1.00745093,1.00428576,1.00671381,1.00563245,1.00638154,1.00431017,1.00723686,1.00765488,1.00130660,1.00584880,1.00271297,1.00491211,1.00588427
162,1.00388763,1.00597061,1.00397214,1.00712951,1.00117139,1.00739274,1.00431842,1.00772892,1.00751279,1.00419633,1.00589460,1.00492064,1.00489332,1.00355087,1.00500219,1.00564723,1.00613303,1.00334922
163,1.00801631,1.00726227,1.00668723,1.00464370,1.00385311,1.00409314,1.00415274,1.00486062,1.00708823,1.00387644,1.00362290,1.00685155,1.00860529,1.00417397,1.00726512,1.00213019,1.00619260,1.00532525
164,1.00271319,1.00135652,1.00374837,1.00721636,1.00180404,1.00783665,1.00214231,1.00842702,1.00501942,1.00888815,1.00753294,1.00649920,1.00754296,1.00161328,1.00797366,1.00441091,1.00707580,1.00564907
165,1.00181302,1.00547654,1.00895853,1.00750600,1.00416471,1.00282994,1.00737009,1.00496792,1.00547699,1.00885427,1.00896762,1.00371562,1.00392115,1.00878987,1.00678709,1.00550844,1.00577602,1.00508774
166,1.00391148,1.00564231,1.00585810,1.00785715,1.00298862,1.00324215,1.00521463,1.00858504,1.00174771,1.00305983,1.00175586,1.00435151,1.00290179,1.00170076,1.00144002,1.00333301,1.00869577,1.00228452
167,1.00266859,1.00564580,1.00469015,1.00381098,1.00170764,1.00384023,1.00652242,1.00162573,1.00862559,1.00473008,1.00439974,1.00383896,1.00426875,1.00114874,1.00874070,1.00335841,1.00691059,1.00129965
168,1.00231914,1.00520086,1.00735356,1.00475306,1.00299810,1.00239055,1.00156903,1.00333458,1.00224736,1.00221247,1.00293320,1.00307086,1.00709214,1.00154626,1.00813076,1.00439652,1.00582812,1.00566632
169,1.00886975,1.00346889,1.00460214,1.00365866,1.00703870,1.00295217,1.00193340,1.00214873,1.00461211,1.00673289,1.00497175,1.00272839,1.00439507,1.00427526,1.00291140,1.00677107,1.00316410,1.00524027
170,1.00410356,1.00101661,1.00802037,1.00228013,1.00171907,1.00828157,1.00171620,1.00396224,1.00261361,1.00462152,1.00785729,1.00410264,1.00329916,1.00279549,1.00639293,1.00381913,1.00105143,1.00301626
171,1.00336618,1.00205985,1.00360350,1.00567768,1.00733368,1.00390071,1.00855404,1.00798880,1.00136031,1.00800535,1.00889899,1.00493286,1.00551488,1.00604473,1.00581606,1.00840660,1.00463452,1.00762388
172,1.00441250,1.00628700,1.00445310,1.00394459,1.00844330,1.00587729,1.00694621,1.00539823,1.00828458,1.00681048,1.00359121,1.00874913,1.00171877,1.00194619,1.00506633,1.00736443,1.00112131,1.00240456
173,1.00467259,1.00357443,1.00550394,1.00473434,1.00233090,1.00742400,1.00220640,1.00182466,1.00127673,1.00166957,1.00293131,1.00423522,1.00802299,1.00589551,1.00100186,1.00744380,1.00692163,1.00571685
174,1.00629133,1.00324293,1.00207964,1.00131975,1.00822257,1.00293830,1.00650998,1.00784866,1.00737024,1.00789192,1.00880244,1.00741612,1.00295270,1.00495265,1.00358062,1.00718975,1.00760939,1.00362225
175,1.00412974,1.00725541,1.00525353,1.00171136,1.00685520,1.00790960,1.00894189,1.00846427,1.00416457,1.00601076,1.00714877,1.00622618,1.00244274,1.00311682,1.00705783,1.00647175,1.00267298,1.00373882
176,1.00832278,1.00367549,1.00717741,1.00104681,1.00801943,1.00247626,1.00637505,1.00318565,1.00708204,1.00526831,1.00100660,1.00862011,1.00700319,1.00555346,1.00131811,1.00521762,1.00888322,1.00196099
177,1.00436269,1.00344253,1.00577168,1.00255850,1.00559520,1.00104739,1.00887248,1.00516298,1.00437908,1.00668807,1.00878245,1.00121093,1.00822562,1.00286127,1.00402201,1.00454572,1.00192449,1.00682981
178,1.00170954,1.00441110,1.00525761,1.00349774,1.00594300,1.00162794,1.00286149,1.00540064,1.00345483,1.00881175,1.00606068,1.00403486,1.00774334,1.00211527,1.00737812,1.00540714,1.00894261,1.00402106
179,1.00402211,1.00593158,1.00365724,1.00411947,1.00874580,1.00251140,1.00839036,1.00783514,1.00688042,1.00737670,1.00683331,1.00633937,1.00407840,1.00262319,1.00840697,1.00270913,1.00625210,1.00246299
180,1.00841352,1.00628248,1.00252238,1.00315940,1.00252948,1.00501601,1.00120101,1.00638860,1.00288661,1.00863420,1.00522976,1.00310191,1.00745301,1.00478838,1.00731618,1.00822374,1.00714668,1.00795546
181,1.00124591,1.00139909,1.00806049,1.00778472,1.00792630,1.00740646,1.00852124,1.00102286,1.00895559,1.00659341,1.00898928,1.00808618,1.00232060,1.00687295,1.00460931,1.00370192,1.00166134,1.00183719
182,1.00322079,1.00732857,1.00447155,1.00556365,1.00855013,1.00222189,1.00187916,1.00164414,1.00564205,1.00822077,1.00494454,1.00220671,1.00597177,1.00664573,1.00442331,1.00476632,1.00127821,1.00359129
183,1.00686471,1.00665358,1.00777828,1.00566851,1.00199022,1.00473138,1.00478990,1.00577215,1.00318279,1.00383508,1.00546331,1.00727200,1.00427386,1.00860969,1.00426865,1.00336674,1.00573800,1.00718708
184,1.00400169,1.00780582,1.00656942,1.00627975,1.00722737,1.00890491,1.00231943,1.00784040,1.00110806,1.00519530,1.00698413,1.00347013,1.00745066,1.00753450,1.00692962,1.00360440,1.00299500,1.00147255
185,1.00363315,1.00355673,1.00169447,1.00545379,1.00611348,1.00525791,1.00129638,1.00185865,1.00612775,1.00357539,1.00594279,1.00854536,1.00203065,1.00330787,1.00797448,1.00511453,1.00119978,1.00290116
186,1.00505793,1.00563829,1.00673370,1.00750194,1.00390008,1.00612892,1.00669617,1.00642258,1.00338211,1.00684083,1.00880099,1.00885490,1.00100662,1.00448183,1.00793085,1.00122157,1.00461443,1.00589534
187,1.00186942,1.00266296,1.00432636,1.00458830,1.00538333,1.00728418,1.00670741,1.00831593,1.00479235,1.00138422,1.00139739,1.00467865,1.00156593,1.00493498,1.00544298,1.00141423,1.00661797,1.00202895
188,1.00216016,1.00270148,1.00857735,1.00547187,1.00885448,1.00418857,1.00799284,1.00426215,1.00320903,1.00749613,1.00126814,1.00730778,1.00168904,1.00318547,1.00890732,1.00158539,1.00597374,1.00472216
189,1.00443080,1.00356796,1.00750651,1.00204687,1.00229461,1.00700466,1.00844656,1.00617941,1.00790398,1.00750386,1.00382957,1.00377916,1.00267366,1.00712931,1.00720896,1.00378979,1.00128576,1.00541452
190,1.00449474,1.00201873,1.00324939,1.00735919,1.00568502,1.00448785,1.00866064,1.00297938,1.00448183,1.00837614,1.00432303,1.00286125,1.00456787,1.00471056,1.00185767,1.00832296,1.00316416,1.00236000
191,1.00402978,1.00864844,1.00835778,1.00773133,1.00786427,1.00652219,1.00518913,1.00176786,1.00226354,1.00816446,1.00452674,1.00333305,1.00666438,1.00520502,1.00137008,1.00423452,1.00263869,1.00835715
192,1.00688247,1.00690502,1.00515822,1.00718462,1.00841745,1.00445750,1.00443303,1.00648472,1.00555578,1.00463029,1.00485841,1.00799079,1.00620279,1.00453058,1.00344762,1.00848035,1.00819717,1.00153921
193,1.00566340,1.00643980,1.00103363,1.00152997,1.00207020,1.00660888,1.00512845,1.00237467,1.00416512,1.00623312,1.00234341,1.00470492,1.00570717,1.00845818,1.00378774,1.00220318,1.00568748,1.00263537
194,1.00237509,1.00302242,1.00791893,1.00146143,1.00885240,1.00825223,1.00660819,1.00322698,1.00153595,1.00759845,1.00301591,1.00583808,1.00368671,1.00208103,1.00654068,1.00739976,1.00267154,1.00397618
195,1.00564121,1.00679870,1.00618870,1.00708594,1.00279104,1.00102348,1.00866739,1.00484772,1.00884849,1.00196239,1.00375007,1.00783153,1.00481987,1.00653425,1.00747959,1.00698459,1.00235517,1.00893289
196,1.00826734,1.00860462,1.00270560,1.00678451,1.00625139,1.00644660,1.00740226,1.00278959,1.00209851,1.00409322,1.00548349,1.00524597,1.00634718,1.00324918,1.00233426,1.00498444,1.00100517,1.00114929
197,1.00696690,1.00480221,1.00125853,1.00202448,1.00380330,1.00108857,1.00437939,1.00407451,1.00170133,1.00849544,1.00595159,1.00124022,1.00402832,1.00760632,1.00758288,1.00848248,1.00716420,1.00249084
198,1.00600999,1.00326718,1.00599875,1.00110168,1.00485603,1.00890860,1.00157991,1.00646781,1.00506316,1.00875804,1.00453109,1.00708775,1.00196057,1.00534882,1.00616545,1.00120860,1.00726073,1.00867833
199,1.00242160,1.00268438,1.00806370,1.00455551,1.00693054,1.00128129,1.00285421,1.00699357,1.00818338,1.00644687,1.00125500,1.00862084,1.00358082,1.00567312,1.00840865,1.00420289,1.00851559,1.00321728
200,1.00777620,1.00711317,1.00792754,1.00867424,1.00160894,1.00715434,1.00773594,1.00462535,1.00610599,1.00751474,1.00700566,1.00199179,1.00354430,1.00138428,1.00675260,1.00202361,1.00140837,1.00625766
201,1.00655698,1.00292358,1.00368253,1.00879103,1.00141300,1.00564826,1.00608511,1.00140439,1.00392803,1.00496653,1.00198874,1.00824979,1.00529517,1.00710109,1.00285547,1.00265073,1.00310162,1.00627615
202,1.00870424,1.00319343,1.00283503,1.00790796,1.00462585,1.00205963,1.00575164,1.00402822,1.00103152,1.00342875,1.00758150,1.00784678,1.00459076,1.00399883,1.00539619,1.00534918,1.00175330,1.00451446
203,1.00391385,1.00617056,1.00643401,1.00763941,1.00858570,1.00611483,1.00150883,1.00717951,1.00690752,1.00548141,1.00576004,1.00435061,1.00460539,1.00394244,1.00262369,1.00551046,1.00749563,1.00568879
204,1.00516807,1.00454810,1.00821001,1.00392380,1.00632661,1.00260384,1.00479487,1.00628232,1.00377282,1.00884116,1.00649485,1.00499292,1.00189564,1.00704054,1.00215210,1.00495394,1.00295443,1.00700468
205,1.00336767,1.00515679,1.00769618,1.00551926,1.00257940,1.00769639,1.00339101,1.00384934,1.00401639,1.00691737,1.00822058,1.00857071,1.00772169,1.00574661,1.00880047,1.00527856,1.00120585,1.00432998
206,1.00160711,1.00762729,1.00263254,1.00152917,1.00699277,1.00426264,1.00568140,1.00122320,1.00499928,1.00170667,1.00382556,1.00727262,1.00204281,1.00674301,1.00533012,1.00841453,1.00171453,1.00690554
207,1.00647233,1.00379879,1.00536783,1.00747461,1.00811140,1.00856095,1.00420376,1.00277035,1.00792795,1.00665435,1.00282437,1.00801683,1.00308016,1.00119649,1.00205244,1.00185021,1.00750977,1.00522531
208,1.00783774,1.00316367,1.00601459,1.00641304,1.00203052,1.00749633,1.00836565,1.00477555,1.00663769,1.00410402,1.00456034,1.00335222,1.00173914,1.00535769,1.00174880,1.00123112,1.00858155,1.00663353
209,1.00315216,1.00446589,1.00626675,1.00283182,1.00833019,1.00183979,1.00750367,1.00673887,1.00466954,1.00823654,1.00182894,1.00362010,1.00573506,1.00671422,1.00660746,1.00640218,1.00832234,1.00864823
210,1.00752190,1.00594311,1.00115845,1.00126997,1.00449936,1.00579804,1.00205088,1.00105070,1.00832897,1.00217595,1.00613538,1.00476126,1.00860772,1.00407283,1.00430702,1.00614576,1.00390834,1.00273398
211,1.00700436,1.00811251,1.00640032,1.00756272,1.00243135,1.00153594,1.00354912,1.00836626,1.00650267,1.00119451,1.00487990,1.00748497,1.00543359,1.00776385,1.00536451,1.00829963,1.00488661,1.00819927
212,1.00645748,1.00781495,1.00742370,1.00690938,1.00137634,1.00817846,1.00175547,1.00380946,1.00101234,1.00853795,1.00513010,1.00299571,1.00521029,1.00753386,1.00422179,1.00405763,1.00315816,1.00797650
213,1.00674533,1.00596755,1.00550629,1.00331768,1.00423393,1.00620873,1.00237788,1.00601839,1.00495112,1.00291285,1.00579480,1.00138314,1.00838853,1.00217284,1.00639451,1.00282652,1.00747280,1.00276578
214,1.00495752,1.00682111,1.00137752,1.00829664,1.00111794,1.00684896,1.00517252,1.00552629,1.00709578,1.00293136,1.00245836,1.00300884,1.00130339,1.00356414,1.00659365,1.00656157,1.00887565,1.00812540
215,1.00514617,1.00740653,1.00842895,1.00823521,1.00276915,1.00303092,1.00720581,1.00371069,1.00897429,1.00336646,1.00446425,1.00478028,1.00419190,1.00751687,1.00705431,1.00289684,1.00104015,1.00626230
216,1.00173945,1.00464748,1.00135212,1.00137812,1.00582921,1.00481766,1.00595850,1.00411466,1.00228316,1.00622843,1.00422531,1.00826481,1.00743277,1.00312375,1.00391581,1.00354880,1.00404212,1.00613775
217,1.00405733,1.00295186,1.00831972,1.00673673,1.00260856,1.00342714,1.00470847,1.00586593,1.00100875,1.00481342,1.00413864,1.00592897,1.00509666,1.00224658,1.00382073,1.00377202,1.00557377,1.00730501
218,1.00215454,1.00380897,1.00632641,1.00371688,1.00739885,1.00148026,1.00748557,1.00396186,1.00528498,1.00335574,1.00394935,1.00516658,1.00589861,1.00511986,1.00679796,1.00473550,1.00871751,1.00119423
219,1.00724395,1.00170898,1.00203739,1.00602733,1.00458223,1.00336341,1.00397078,1.00437752,1.00651530,1.00254220,1.00869266,1.00389543,1.00603813,1.00414751,1.00301907,1.00262937,1.00743849,1.00622287
220,1.00388397,1.00547160,1.00851042,1.00428835,1.00674569,1.00118020,1.00190665,1.00399085,1.00726753,1.00841169,1.00379801,1.00283572,1.00860659,1.00675530,1.00681781,1.00517461,1.00447309,1.00517233
221,1.00415502,1.00158209,1.00614201,1.00685301,1.00661878,1.00383048,1.00653275,1.00129713,1.00314760,1.00124838,1.00569728,1.00573000,1.00779360,1.00122307,1.00150486,1.00287849,1.00451998,1.00525287
222,1.00685089,1.00744078,1.00896589,1.00182844,1.00359587,1.00441738,1.00674266,1.00301190,1.00719757,1.00774113,1.00776444,1.00627941,1.00166297,1.00388306,1.00815432,1.00138914,1.00517148,1.00670326
223,1.00616167,1.00661237,1.00714045,1.00512304,1.00644526,1.00630493,1.00679906,1.00194198,1.00843683,1.00454236,1.00750712,1.00720412,1.00337708,1.00788440,1.00670735,1.00533732,1.00663353,1.00624603
